Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,24,1,32,0,< 1 Year,1,33896,152,295,0
Male,70,1,8,0,1-2 Year,1,29174,26,222,0
Female,26,1,6,1,< 1 Year,0,19814,152,81,0
Male,52,1,22,0,1-2 Year,1,30642,8,148,1
Male,33,1,24,0,< 1 Year,1,2630,156,120,1
Female,27,1,8,1,< 1 Year,0,35169,152,203,0
Female,23,1,8,1,< 1 Year,0,40813,152,276,0
Female,64,1,28,0,1-2 Year,1,2630,156,155,0
Male,48,1,28,0,1-2 Year,1,21877,124,109,0
Female,41,1,8,0,1-2 Year,0,42356,124,115,0
Male,52,1,50,1,1-2 Year,0,37981,8,272,0
Female,25,1,28,0,< 1 Year,1,23752,152,151,1
Female,61,1,8,0,1-2 Year,1,2630,26,283,0
Male,22,1,8,1,< 1 Year,0,25266,26,188,0
Male,68,1,11,0,1-2 Year,1,33639,124,180,0
Female,23,1,6,1,< 1 Year,0,13636,152,163,0
Female,38,1,24,1,1-2 Year,0,20761,152,92,0
Female,27,1,29,1,< 1 Year,0,30006,152,110,0
Female,43,1,28,1,1-2 Year,0,139130,122,28,0
Female,36,1,8,0,1-2 Year,1,57831,26,221,0
Male,23,1,11,1,< 1 Year,0,31897,152,138,0
Female,45,1,48,0,1-2 Year,1,2630,157,171,1
Male,43,1,28,0,1-2 Year,1,22441,26,83,0
Male,42,1,28,0,1-2 Year,1,25231,13,246,0
Male,23,1,39,0,< 1 Year,0,2630,152,293,0
Female,40,1,7,1,1-2 Year,0,2630,124,184,0
Male,55,1,41,0,1-2 Year,1,22757,136,77,0
Male,45,1,28,1,1-2 Year,0,2630,156,55,0
Female,48,1,28,1,1-2 Year,0,43755,26,295,0
Female,37,1,47,0,1-2 Year,0,41035,124,212,0
Male,54,1,28,0,> 2 Years,1,37248,124,262,0
Male,36,1,39,0,1-2 Year,1,29846,26,47,1
Female,46,1,28,0,1-2 Year,1,42666,26,259,0
Female,21,1,17,0,< 1 Year,1,42852,152,200,0
Male,45,1,7,0,1-2 Year,0,2630,26,97,0
Female,68,1,24,0,1-2 Year,1,33437,124,22,0
Female,47,1,31,0,1-2 Year,1,2630,26,40,1
Male,22,1,12,1,< 1 Year,0,30902,152,159,0
Male,24,1,36,0,< 1 Year,0,29653,152,159,0
Female,21,1,12,0,< 1 Year,1,2630,152,149,0
Male,50,1,28,0,1-2 Year,1,40768,124,94,0
Male,28,1,27,1,< 1 Year,0,25757,152,129,0
Male,40,1,28,1,1-2 Year,0,58145,124,172,0
Male,36,1,18,0,1-2 Year,0,2630,124,212,1
Male,24,1,34,0,< 1 Year,0,29619,151,100,0
Male,33,1,28,0,1-2 Year,1,28902,124,220,1
Female,58,1,28,0,1-2 Year,1,40773,26,166,0
Female,21,1,46,1,< 1 Year,0,48452,160,111,0
Male,45,1,20,0,1-2 Year,1,2630,124,123,0
Male,42,1,28,0,> 2 Years,1,36553,26,259,0
Male,68,1,2,1,1-2 Year,0,34796,26,170,0
Female,27,1,41,1,< 1 Year,0,41109,152,34,0
Male,24,1,13,0,< 1 Year,0,23564,152,45,0
Male,36,1,28,0,1-2 Year,1,60320,124,21,0
Male,59,1,26,0,> 2 Years,1,38063,22,283,0
Female,21,1,30,1,< 1 Year,0,27662,152,16,0
Female,66,1,46,1,1-2 Year,0,33671,124,177,0
Male,75,1,28,1,1-2 Year,0,31290,124,157,0
Female,67,1,37,0,1-2 Year,1,42448,156,180,1
Female,24,1,30,1,< 1 Year,0,33522,152,188,0
Female,53,1,8,0,1-2 Year,1,51134,152,149,0
Female,31,1,28,0,< 1 Year,1,28921,124,264,1
Female,24,1,15,0,< 1 Year,1,47809,152,24,0
Male,27,1,8,0,< 1 Year,1,33975,152,298,0
Male,59,1,28,1,1-2 Year,0,36629,120,263,0
Male,28,1,11,1,< 1 Year,0,2630,160,156,0
Female,39,1,28,0,> 2 Years,1,34874,26,70,1
Male,42,1,36,0,1-2 Year,1,51383,26,126,0
Female,22,1,8,1,< 1 Year,0,45841,152,48,0
Male,21,1,37,0,< 1 Year,1,29314,160,210,0
Male,39,1,19,1,1-2 Year,0,26368,124,207,0
Male,56,1,8,0,1-2 Year,1,35429,124,259,0
Male,46,1,28,0,1-2 Year,1,47144,26,84,0
Female,23,1,32,1,< 1 Year,0,33613,151,219,0
Male,28,1,11,0,< 1 Year,1,2630,124,221,1
Female,26,1,37,0,< 1 Year,1,31602,152,280,0
Female,22,1,37,0,< 1 Year,1,32373,160,219,0
Male,41,1,28,0,1-2 Year,1,98002,52,44,0
Male,23,1,8,1,< 1 Year,0,51281,152,148,0
Female,59,1,28,0,1-2 Year,1,37871,26,127,0
Male,26,1,8,1,< 1 Year,0,51556,152,295,0
Female,25,1,8,1,< 1 Year,0,41939,152,167,0
Male,23,1,50,1,< 1 Year,0,28016,152,131,0
Female,26,1,17,1,< 1 Year,0,20416,152,143,0
Male,29,1,41,1,< 1 Year,0,29620,152,145,0
Female,21,1,41,1,< 1 Year,0,27094,152,299,0
Male,21,1,28,1,< 1 Year,0,63440,152,164,0
Female,26,1,21,1,< 1 Year,0,33002,152,20,0
Male,42,1,28,1,1-2 Year,0,34454,154,179,0
Male,49,1,28,1,1-2 Year,1,2630,26,150,0
Female,56,1,28,0,1-2 Year,1,28268,26,170,1
Male,65,1,28,1,1-2 Year,1,67117,26,182,0
Female,27,1,3,1,< 1 Year,0,2630,152,83,0
Male,50,1,17,0,1-2 Year,1,37489,26,36,0
Female,21,1,4,0,< 1 Year,1,2630,160,208,0
Male,40,1,41,1,1-2 Year,0,2630,26,233,0
Male,59,1,46,0,1-2 Year,0,29034,26,283,0
Male,51,1,15,0,1-2 Year,1,32420,154,281,0
Female,22,1,15,1,< 1 Year,1,42142,152,182,0
Male,23,1,50,0,< 1 Year,0,39583,151,128,0
Female,24,1,15,1,< 1 Year,0,28883,152,249,0
Female,62,1,28,0,> 2 Years,1,41904,26,35,1
Male,24,1,28,0,< 1 Year,1,43900,152,270,1
Female,20,1,2,0,< 1 Year,1,30476,124,281,0
Female,25,1,37,0,< 1 Year,0,27220,152,203,0
Male,49,1,28,1,1-2 Year,0,33238,26,288,0
Male,47,1,35,1,1-2 Year,0,41798,122,62,0
Female,58,1,28,0,1-2 Year,1,47480,124,137,0
Male,27,1,15,1,< 1 Year,0,2630,152,181,0
Female,23,1,6,1,< 1 Year,0,30404,152,145,0
Female,20,1,47,0,< 1 Year,1,46175,160,171,0
Male,32,1,17,0,1-2 Year,1,41966,156,187,0
Male,66,1,28,0,1-2 Year,1,64942,26,248,1
Male,27,1,46,0,< 1 Year,1,2630,152,211,0
Male,61,1,46,0,1-2 Year,1,24554,156,292,0
Male,47,1,8,0,1-2 Year,1,34444,124,203,0
Male,47,1,30,0,1-2 Year,1,30100,124,60,1
Female,24,1,36,1,< 1 Year,0,32851,152,144,0
Female,20,1,15,0,< 1 Year,1,34907,122,67,0
Female,57,1,40,0,1-2 Year,0,33701,26,257,0
Male,26,1,28,1,< 1 Year,0,39914,152,278,0
Male,26,1,28,1,< 1 Year,1,2630,160,186,0
Female,78,1,28,1,1-2 Year,0,45112,152,236,0
Female,56,1,28,0,1-2 Year,1,2630,26,97,0
Female,25,1,8,0,< 1 Year,1,38777,152,217,0
Male,28,1,46,0,< 1 Year,0,22877,152,240,0
Male,35,1,28,0,1-2 Year,1,35728,124,275,0
Male,32,1,6,1,< 1 Year,0,22707,152,200,0
Female,45,1,6,1,1-2 Year,0,31331,26,189,0
Male,36,1,28,0,1-2 Year,1,50127,55,64,0
Male,22,1,2,0,< 1 Year,1,30074,152,151,0
Male,40,1,28,0,1-2 Year,1,30258,124,76,0
Female,22,1,29,1,< 1 Year,0,48835,152,190,0
Female,25,1,21,1,< 1 Year,0,30619,152,153,0
Male,47,1,28,0,1-2 Year,1,55456,124,42,0
Male,44,1,28,0,> 2 Years,1,42522,26,174,0
Male,25,1,28,1,< 1 Year,0,26289,152,255,0
Male,41,1,39,0,1-2 Year,1,2630,124,120,0
Female,26,1,33,1,< 1 Year,0,31930,152,70,0
Female,22,1,15,0,< 1 Year,1,26947,160,131,0
Female,20,1,15,1,< 1 Year,1,2630,160,253,0
Male,38,1,28,0,1-2 Year,1,18906,24,136,1
Female,50,1,33,0,1-2 Year,1,28259,26,252,0
Male,37,1,27,1,1-2 Year,0,34545,124,299,0
Male,56,1,28,0,1-2 Year,1,40756,124,128,0
Female,48,1,8,1,1-2 Year,0,52396,26,138,0
Male,34,1,11,1,1-2 Year,1,30707,124,284,0
Male,59,1,28,0,1-2 Year,1,61464,26,141,1
Female,28,1,49,1,< 1 Year,0,2630,152,269,0
Male,21,1,3,0,< 1 Year,1,23485,160,249,0
Female,23,1,41,1,< 1 Year,0,43838,152,232,0
Female,34,1,8,1,1-2 Year,0,32602,152,143,0
Female,28,1,45,0,< 1 Year,0,24443,152,236,0
Female,21,1,15,0,< 1 Year,1,39508,160,206,0
Male,62,1,26,0,1-2 Year,1,29337,26,275,0
Male,31,1,30,0,< 1 Year,1,22917,152,92,0
Male,50,1,46,0,1-2 Year,1,28375,124,175,0
Male,24,1,8,1,< 1 Year,0,48904,152,262,0
Female,42,1,28,0,1-2 Year,1,29080,124,113,0
Female,72,1,8,1,1-2 Year,0,28884,26,150,0
Female,20,1,46,1,< 1 Year,0,34027,160,119,0
Female,49,1,46,1,1-2 Year,0,2630,124,288,0
Female,22,1,50,1,< 1 Year,0,33248,152,209,0
Female,27,1,30,1,< 1 Year,0,18455,152,124,0
Female,44,1,50,0,1-2 Year,1,2630,18,79,0
Male,45,1,18,1,1-2 Year,1,2630,124,173,0
Female,47,1,28,0,1-2 Year,1,42740,56,250,0
Male,31,1,28,0,< 1 Year,1,37288,124,224,0
Male,57,1,27,0,1-2 Year,0,28650,26,48,0
Female,24,1,2,0,< 1 Year,1,42160,152,220,0
Female,55,1,50,0,1-2 Year,1,2630,160,258,0
Female,26,1,29,1,< 1 Year,0,25989,152,204,0
Male,28,1,8,1,< 1 Year,0,45121,152,94,0
Male,54,1,28,1,1-2 Year,0,45765,124,109,0
Male,30,1,28,1,1-2 Year,0,42271,26,102,0
Male,24,1,6,1,< 1 Year,0,41830,160,105,0
Female,35,1,3,0,1-2 Year,1,2630,156,38,1
Male,45,1,24,0,1-2 Year,1,34243,26,149,0
Male,59,1,29,0,1-2 Year,1,33708,26,205,1
Male,27,1,41,0,< 1 Year,1,49635,160,73,0
Male,42,1,8,0,1-2 Year,0,2630,26,99,0
Female,23,1,6,1,< 1 Year,0,21571,152,263,0
Female,27,1,16,1,< 1 Year,0,33869,152,43,0
Female,33,1,8,1,< 1 Year,0,2630,152,221,0
Female,56,1,28,0,> 2 Years,1,47123,26,56,1
Male,23,1,8,0,< 1 Year,1,37969,152,143,0
Male,49,1,28,0,1-2 Year,1,31342,26,20,1
Male,24,1,15,1,< 1 Year,0,28674,152,95,0
Male,24,1,8,1,< 1 Year,0,37769,152,146,0
Male,63,1,28,0,1-2 Year,1,57914,42,168,0
Female,48,1,28,0,1-2 Year,1,33117,122,100,0
Female,21,1,16,0,< 1 Year,1,25176,160,235,0
Male,63,1,38,1,1-2 Year,0,34050,124,187,0
Female,45,1,8,1,1-2 Year,0,41648,152,242,0
Male,57,1,41,0,1-2 Year,1,27691,26,142,0
Male,28,1,30,1,< 1 Year,1,2630,152,176,0
Female,29,1,28,0,< 1 Year,0,33603,152,198,0
Female,21,1,41,1,< 1 Year,0,31791,160,99,0
Female,45,1,47,0,1-2 Year,1,39378,124,238,0
Female,42,1,24,0,1-2 Year,1,43056,26,95,0
Male,22,1,47,1,< 1 Year,1,2630,160,88,0
Female,44,1,2,0,1-2 Year,1,2630,157,35,0
Female,24,1,28,0,< 1 Year,1,46711,26,242,0
Female,24,1,8,1,< 1 Year,0,45304,151,211,0
Male,33,1,24,0,1-2 Year,1,32839,154,138,0
Female,41,1,23,0,1-2 Year,1,29729,124,268,0
Male,44,1,22,0,1-2 Year,1,18740,124,29,0
Female,24,1,41,0,< 1 Year,1,31522,152,173,1
Female,74,1,15,1,1-2 Year,0,33357,14,264,0
Female,37,1,6,1,1-2 Year,0,28657,152,264,0
Male,45,1,8,1,1-2 Year,0,28167,7,44,0
Female,58,1,28,0,1-2 Year,1,35616,122,126,0
Male,24,1,18,0,< 1 Year,1,29498,152,59,0
Female,30,1,26,1,< 1 Year,0,26130,151,251,0
Female,58,1,21,1,1-2 Year,0,2630,160,298,0
Female,25,1,14,1,< 1 Year,0,22008,152,190,0
Female,24,1,35,1,< 1 Year,0,48974,152,82,0
Male,24,1,46,1,< 1 Year,0,28625,152,102,0
Female,30,1,30,0,< 1 Year,1,2630,152,53,1
Female,25,1,30,1,< 1 Year,0,32914,152,158,0
Male,37,1,50,0,1-2 Year,1,2630,124,94,0
Female,31,1,12,1,< 1 Year,0,18895,151,221,0
Male,27,1,35,0,< 1 Year,1,33230,163,240,0
Male,24,1,39,1,< 1 Year,0,2630,152,96,0
Male,74,1,48,0,1-2 Year,1,2630,26,142,0
Female,36,1,28,1,1-2 Year,0,53847,152,296,0
Male,38,1,28,1,1-2 Year,0,44300,124,241,0
Male,43,1,28,0,1-2 Year,1,24004,124,108,1
Male,49,1,41,0,1-2 Year,1,30444,124,263,0
Female,22,1,45,1,< 1 Year,0,22306,160,53,0
Female,27,1,36,0,< 1 Year,0,38800,152,13,0
Male,21,1,3,1,< 1 Year,0,22173,152,130,0
Male,25,1,41,1,< 1 Year,0,24180,152,90,0
Male,51,1,14,1,1-2 Year,0,2630,154,271,0
Male,48,1,3,0,1-2 Year,1,37412,26,180,1
Female,21,1,39,0,< 1 Year,1,29923,152,259,0
Female,28,1,30,1,< 1 Year,0,25159,152,253,0
Female,55,1,35,1,1-2 Year,0,47751,152,118,0
Male,68,1,14,0,1-2 Year,1,39586,26,122,0
Female,25,1,29,1,< 1 Year,0,30676,152,92,0
Male,51,1,8,0,1-2 Year,1,60346,26,242,0
Female,40,1,15,1,1-2 Year,0,2630,26,202,0
Male,32,1,30,1,< 1 Year,0,27319,152,106,0
Male,24,1,15,0,< 1 Year,1,52194,152,226,0
Male,79,1,28,0,1-2 Year,1,30661,13,67,0
Male,29,1,46,0,1-2 Year,1,29714,154,174,0
Female,53,1,28,0,1-2 Year,1,2630,124,88,0
Male,28,1,28,1,< 1 Year,0,53603,151,17,0
Male,31,1,28,0,1-2 Year,1,38108,154,145,0
Female,23,1,13,0,< 1 Year,1,21210,26,179,0
Female,23,1,6,0,< 1 Year,1,29070,152,290,0
Female,75,1,28,0,> 2 Years,1,49332,124,49,1
Male,42,1,38,1,1-2 Year,0,39646,26,52,0
Female,45,1,28,0,1-2 Year,1,38615,124,52,1
Female,28,1,28,1,< 1 Year,0,23682,152,62,0
Female,26,1,32,0,< 1 Year,1,2630,160,26,0
Male,64,1,8,1,1-2 Year,0,65237,26,254,0
Male,33,1,41,1,< 1 Year,0,39816,152,27,0
Male,44,1,28,1,1-2 Year,0,32541,124,165,0
Female,44,1,18,0,1-2 Year,1,30158,124,124,0
Female,65,1,30,0,1-2 Year,1,36062,26,94,0
Male,46,1,50,1,1-2 Year,0,2630,152,249,0
Female,48,1,30,1,1-2 Year,0,2630,160,211,0
Male,25,1,41,1,< 1 Year,0,28473,152,137,0
Male,41,1,28,0,1-2 Year,1,34486,124,55,0
Male,24,1,50,0,< 1 Year,1,33452,152,202,0
Male,22,1,30,0,< 1 Year,0,23232,160,122,0
Female,37,1,8,1,1-2 Year,0,29382,152,193,0
Female,56,1,48,0,1-2 Year,1,2630,26,191,0
Female,31,1,28,0,< 1 Year,1,29775,124,68,1
Female,26,1,6,1,< 1 Year,0,25416,152,23,0
Male,55,1,43,0,1-2 Year,1,28289,124,299,0
Male,25,1,8,1,< 1 Year,0,67689,152,86,0
Male,21,1,30,0,< 1 Year,1,29263,152,37,0
Male,44,1,28,0,1-2 Year,1,57032,55,55,0
Female,24,1,8,1,< 1 Year,0,46334,152,15,0
Male,33,1,28,1,< 1 Year,0,22460,152,236,0
Female,54,1,24,1,1-2 Year,0,26641,124,94,0
Female,44,1,28,0,1-2 Year,1,33487,154,81,1
Female,27,1,30,1,< 1 Year,0,24859,152,41,0
Male,30,1,28,0,1-2 Year,1,37322,154,53,1
Male,21,1,45,0,< 1 Year,1,41004,152,53,0
Male,77,1,28,0,1-2 Year,1,48516,26,149,1
Male,57,1,28,0,1-2 Year,0,44470,26,123,0
Female,34,1,18,1,1-2 Year,0,27499,152,103,0
Female,46,1,45,1,1-2 Year,0,30559,26,245,0
Male,43,1,41,0,1-2 Year,1,38228,48,228,0
Female,33,1,34,1,< 1 Year,0,2630,160,255,0
Female,48,1,7,1,1-2 Year,0,33130,26,51,0
Male,21,1,46,1,< 1 Year,0,35208,160,260,0
Female,41,1,28,0,1-2 Year,1,267698,124,63,1
Female,69,1,41,0,> 2 Years,1,45091,106,166,1
Male,44,1,11,0,1-2 Year,1,31256,124,128,0
Female,36,1,30,1,1-2 Year,0,42076,122,71,0
Male,51,1,8,1,1-2 Year,0,57360,26,174,0
Male,50,1,28,0,1-2 Year,1,61577,26,240,0
Male,55,1,50,0,> 2 Years,1,41087,124,162,0
Male,54,1,28,0,> 2 Years,1,28639,124,185,0
Female,26,1,29,1,< 1 Year,0,35624,152,39,0
Female,60,1,20,1,1-2 Year,0,2630,26,204,0
Female,27,1,15,0,< 1 Year,1,32823,152,32,0
Female,21,1,2,1,< 1 Year,0,2630,152,221,0
Female,24,1,28,0,1-2 Year,1,39510,26,114,0
Female,32,1,41,1,< 1 Year,0,30420,152,101,0
Female,26,1,36,1,< 1 Year,0,25984,152,23,0
Male,42,1,33,1,1-2 Year,0,2630,26,200,0
Female,55,1,28,0,> 2 Years,1,42059,24,45,1
Male,28,1,3,1,< 1 Year,0,32513,152,291,0
Male,36,1,29,0,1-2 Year,0,2630,157,93,0
Male,56,1,28,0,1-2 Year,1,54463,26,73,0
Female,54,1,12,0,1-2 Year,1,33179,124,69,0
Female,48,1,28,0,1-2 Year,1,2630,156,199,0
Female,25,1,18,1,< 1 Year,0,36043,152,190,0
Male,22,1,28,0,< 1 Year,1,27637,152,157,0
Male,58,1,14,0,1-2 Year,1,17701,30,96,0
Male,37,1,11,0,1-2 Year,1,23096,124,247,0
Male,48,1,48,1,1-2 Year,0,2630,124,76,0
Female,61,1,28,0,1-2 Year,1,44815,124,83,0
Male,64,1,28,0,> 2 Years,1,2630,157,278,0
Male,49,1,28,0,1-2 Year,1,46524,26,109,0
Male,51,1,28,0,1-2 Year,1,54550,124,238,0
Male,32,1,28,0,< 1 Year,1,35490,26,256,0
Female,69,1,3,0,> 2 Years,1,26016,30,144,0
Male,57,1,28,0,> 2 Years,1,48733,26,253,0
Female,29,1,41,0,< 1 Year,1,23191,152,271,0
Female,49,1,28,0,1-2 Year,0,67780,122,115,0
Female,25,1,11,1,< 1 Year,0,23950,152,227,0
Female,24,1,2,0,< 1 Year,1,30161,152,152,0
Female,26,1,8,1,< 1 Year,0,45508,152,248,0
Male,36,1,28,0,1-2 Year,1,25195,54,101,1
Female,37,1,46,0,1-2 Year,1,41745,155,165,0
Female,26,1,46,1,< 1 Year,0,34781,160,271,0
Male,25,1,27,0,< 1 Year,1,27314,151,109,0
Male,57,1,28,1,1-2 Year,0,36338,152,218,0
Male,39,1,28,0,> 2 Years,1,42278,124,14,1
Male,24,1,37,0,< 1 Year,1,32736,152,141,0
Male,73,1,3,0,1-2 Year,1,25094,124,205,0
Female,24,1,36,1,< 1 Year,0,39865,152,224,0
Female,24,1,8,1,< 1 Year,0,2630,152,108,0
Female,42,1,3,0,1-2 Year,1,25851,124,106,0
Male,50,1,28,0,1-2 Year,1,25009,122,255,0
Male,68,1,28,0,1-2 Year,1,47273,26,279,0
Female,27,1,47,1,< 1 Year,0,43154,152,294,0
Female,32,1,33,1,< 1 Year,0,29412,152,242,0
Female,27,1,41,1,< 1 Year,0,51869,152,273,0
Male,46,1,4,0,1-2 Year,1,2630,156,96,1
Male,61,1,13,0,1-2 Year,0,2630,26,176,0
Female,47,1,8,0,1-2 Year,0,2630,156,49,0
Male,53,1,28,0,> 2 Years,1,2630,124,13,0
Female,28,1,28,1,< 1 Year,0,2630,151,233,0
Female,25,1,37,1,< 1 Year,0,31480,152,171,0
Male,51,1,3,0,1-2 Year,1,15715,26,185,1
Female,21,1,46,0,< 1 Year,1,32801,160,65,0
Female,23,1,15,0,< 1 Year,0,52371,151,212,0
Male,43,1,15,1,1-2 Year,1,35329,26,50,0
Male,21,1,46,1,< 1 Year,0,29989,152,121,0
Male,37,1,28,1,1-2 Year,0,40230,124,115,0
Female,30,1,22,1,< 1 Year,0,45003,152,252,0
Male,39,1,42,0,1-2 Year,1,31369,124,62,0
Male,32,1,28,0,1-2 Year,1,29193,124,46,1
Male,22,1,41,1,< 1 Year,0,32001,152,293,0
Female,24,1,39,1,< 1 Year,0,29911,152,107,0
Male,41,1,15,0,1-2 Year,1,2630,154,207,0
Female,24,1,11,1,< 1 Year,0,33974,152,170,0
Female,25,1,3,1,< 1 Year,0,35436,152,144,0
Female,60,1,8,1,1-2 Year,0,27101,26,270,0
Male,39,1,37,0,1-2 Year,1,42892,26,61,0
Female,38,1,30,0,1-2 Year,1,2630,157,297,1
Male,21,1,2,0,< 1 Year,1,33346,160,227,0
Female,54,1,28,0,1-2 Year,1,41975,26,226,0
Female,25,1,6,1,< 1 Year,0,22965,152,130,0
Female,30,1,4,0,1-2 Year,1,2630,156,41,1
Female,48,1,28,0,1-2 Year,1,32662,26,199,1
Male,40,1,6,0,1-2 Year,1,26407,12,107,0
Male,52,1,28,1,1-2 Year,1,38841,1,154,0
Male,36,1,13,0,1-2 Year,1,26501,26,240,0
Female,29,1,41,1,1-2 Year,0,35863,124,68,0
Female,52,1,43,1,1-2 Year,0,34060,124,122,0
Male,38,1,0,1,1-2 Year,0,2630,26,107,0
Female,43,1,15,0,1-2 Year,1,2630,124,34,0
Male,65,1,28,0,> 2 Years,1,28282,52,107,0
Male,24,1,5,0,< 1 Year,1,32619,152,74,1
Male,25,1,8,1,< 1 Year,0,34468,152,161,0
Female,25,1,35,1,< 1 Year,0,25682,152,68,0
Male,23,1,32,1,< 1 Year,0,28144,152,72,0
Male,22,1,28,1,< 1 Year,0,44495,160,261,0
Male,24,1,28,1,< 1 Year,0,38517,152,43,0
Female,50,1,48,0,1-2 Year,1,2630,124,90,0
Female,40,1,8,1,1-2 Year,0,34461,124,105,0
Male,43,1,50,0,1-2 Year,1,28285,8,153,1
Male,34,1,28,0,1-2 Year,1,34438,26,190,1
Female,52,1,28,0,> 2 Years,1,45031,124,179,0
Male,21,1,46,0,< 1 Year,1,2630,152,12,0
Male,52,1,28,0,1-2 Year,1,50255,26,42,0
Male,46,1,28,0,> 2 Years,1,41951,26,237,0
Male,58,1,40,0,> 2 Years,1,38197,26,262,0
Female,39,1,39,0,1-2 Year,1,35159,124,32,1
Male,25,1,21,1,< 1 Year,0,23732,152,113,0
Female,51,1,18,1,1-2 Year,0,39460,29,285,0
Male,24,1,8,1,< 1 Year,0,44637,152,34,0
Male,67,1,36,1,1-2 Year,0,2630,124,175,0
Female,30,1,47,0,< 1 Year,0,29305,152,207,0
Male,68,1,46,1,1-2 Year,1,26229,93,289,0
Female,29,1,8,1,< 1 Year,0,37270,152,178,0
Male,37,1,41,0,1-2 Year,1,56415,124,113,0
Male,58,1,48,1,1-2 Year,1,2630,15,133,0
Male,40,1,41,0,1-2 Year,1,30290,124,32,0
Male,39,1,48,1,1-2 Year,0,2630,124,245,0
Male,45,1,28,0,1-2 Year,1,50021,13,274,0
Female,44,1,28,0,1-2 Year,1,50996,29,92,0
Male,35,1,28,0,1-2 Year,1,2630,157,286,1
Female,39,1,28,0,1-2 Year,1,37734,26,56,1
Male,29,1,50,0,< 1 Year,1,36142,152,78,0
Female,26,1,28,1,< 1 Year,0,39573,152,248,0
Male,44,1,5,0,1-2 Year,1,19800,124,111,0
Male,56,1,47,0,1-2 Year,1,29327,116,242,0
Male,45,1,28,1,1-2 Year,0,36576,26,244,0
Male,46,1,29,0,1-2 Year,1,28209,26,84,1
Male,27,1,6,1,< 1 Year,0,27754,152,218,0
Female,61,1,28,0,1-2 Year,0,35988,122,53,0
Male,24,1,15,0,< 1 Year,1,30394,160,209,0
Female,32,1,3,0,< 1 Year,1,2630,160,71,1
Male,21,1,30,1,< 1 Year,0,28562,152,195,0
Female,39,1,50,1,1-2 Year,0,23908,18,122,0
Male,24,1,6,1,< 1 Year,0,34237,152,30,0
Male,32,1,15,1,< 1 Year,0,29292,152,230,0
Female,25,1,8,1,< 1 Year,0,38482,152,272,0
Female,48,1,28,0,> 2 Years,1,41910,26,285,1
Male,24,1,41,1,< 1 Year,0,24758,152,36,0
Male,49,1,28,1,1-2 Year,0,36315,124,92,0
Female,29,1,35,1,< 1 Year,0,24133,152,227,0
Female,75,1,28,0,> 2 Years,1,55073,26,27,0
Male,57,1,18,1,1-2 Year,0,30591,124,153,0
Male,24,1,50,1,< 1 Year,0,24217,152,125,0
Male,32,1,4,1,< 1 Year,0,2630,154,267,0
Female,33,1,30,1,< 1 Year,0,42006,152,189,0
Male,34,1,28,0,1-2 Year,1,43977,122,156,0
Female,22,1,30,0,< 1 Year,0,27744,152,255,0
Male,33,1,9,1,1-2 Year,0,38042,124,205,0
Male,47,1,31,0,1-2 Year,1,2630,124,183,1
Female,24,1,41,0,< 1 Year,1,30838,152,94,0
Male,24,1,2,1,< 1 Year,0,2630,160,44,0
Male,23,1,28,1,< 1 Year,0,73176,152,13,0
Female,40,1,33,0,1-2 Year,1,2630,124,251,0
Female,73,1,28,0,> 2 Years,1,29932,124,10,0
Male,48,1,3,1,1-2 Year,0,19565,124,89,0
Male,53,1,29,0,1-2 Year,1,61662,154,105,1
Male,29,1,28,0,< 1 Year,1,67466,124,75,1
Male,24,1,30,1,< 1 Year,0,27627,152,155,0
Female,26,1,15,1,< 1 Year,0,32866,152,13,0
Female,26,1,29,0,1-2 Year,1,23111,150,205,1
Female,22,1,2,1,< 1 Year,0,27504,152,260,0
Male,26,1,47,1,< 1 Year,0,36805,152,101,0
Male,58,1,28,0,1-2 Year,1,36819,124,65,0
Female,42,1,48,0,1-2 Year,1,2630,26,140,0
Male,46,1,28,1,1-2 Year,0,53493,124,96,0
Male,21,1,49,0,< 1 Year,1,27160,160,210,0
Female,50,1,8,0,1-2 Year,0,66482,26,277,0
Male,42,1,10,0,1-2 Year,1,37283,124,73,0
Female,27,1,14,0,1-2 Year,1,28579,156,188,1
Female,27,1,28,1,< 1 Year,0,29709,152,85,0
Male,40,1,37,0,1-2 Year,1,33994,26,20,0
Male,63,1,39,1,1-2 Year,0,27970,124,250,0
Male,67,1,28,0,1-2 Year,0,45029,26,285,0
Male,46,1,8,0,1-2 Year,1,39197,26,253,0
Female,66,1,19,0,1-2 Year,1,39097,26,202,0
Male,69,1,8,0,1-2 Year,1,48589,154,65,0
Female,24,1,30,1,< 1 Year,0,20641,152,46,0
Male,31,1,23,0,< 1 Year,1,26262,152,92,1
Male,21,1,46,1,< 1 Year,0,26741,160,217,0
Female,21,1,47,1,< 1 Year,0,22822,152,273,0
Male,25,1,31,0,< 1 Year,1,2630,152,123,0
Male,32,1,28,0,1-2 Year,1,28331,26,173,1
Female,27,1,8,1,< 1 Year,0,38545,152,94,0
Female,23,1,28,0,1-2 Year,1,46009,26,132,0
Female,57,1,46,1,1-2 Year,1,22687,26,261,0
Male,23,1,28,0,< 1 Year,0,34863,152,11,0
Male,39,1,28,0,1-2 Year,1,29938,26,263,0
Male,49,1,28,1,1-2 Year,0,41246,26,148,0
Female,31,1,28,0,< 1 Year,1,47492,152,112,0
